Family ID	0.0432875	0.531896	2.42482	
0	1.78172e-208	4.95038e-89	1.04444e-45	
1	7.21829e-172	4.30276e-75	1.25673e-40	
2	4.50887e-268	4.47045e-115	2.5911e-56	
3	2.61821e-164	9.24616e-71	8.24234e-39	
4	7.57593e-183	1.22881e-77	7.27979e-41	
5	7.94438e-223	2.91503e-89	5.35962e-44	
6	2.38749e-147	1.61682e-64	1.87638e-36	
7	8.28681e-145	9.76707e-63	1.55856e-35	
8	1.61943e-158	6.41613e-69	1.17307e-37	
9	3.30254e-199	1.35502e-81	6.95357e-41	
10	5.24812e-132	1.91316e-57	1.63833e-33	
11	2.79644e-165	9.42132e-68	1.05948e-36	
12	7.33349e-148	5.24418e-63	2.12949e-35	
13	1.87726e-167	1.56817e-71	3.28956e-38	
14	3.43675e-123	2.14186e-54	2.39362e-32	
15	5.8615e-221	3.86935e-110	1.51437e-62	
16	5.56162e-162	4.28243e-68	3.1356e-36	
17	1.81209e-294	6.98429e-116	5.21551e-53	
18	4.30759e-110	3.04186e-49	1.92559e-30	
19	2.61897e-129	7.2894e-55	5.07938e-32	
20	3.40099e-187	8.02454e-76	1.60191e-39	
21	4.94061e-246	4.14991e-110	4.33071e-57	
22	1.39054e-124	4.34561e-54	9.04329e-32	
23	1.81375e-193	1.9807e-87	1.23338e-47	
24	1.71929e-79	1.0011e-37	2.38606e-26	
25	5.42946e-82	1.74785e-38	1.67096e-26	
26	2.75391e-82	3.67442e-38	2.13971e-26	
27	1.18574e-80	1.16854e-36	1.03599e-25	
28	3.01234e-78	1.64961e-36	1.17309e-25	
29	2.89025e-82	9.74629e-39	1.80722e-26	
30	1.13432e-86	3.41922e-39	2.53337e-26	
31	3.77505e-114	4.49474e-53	1.89976e-32	
32	1.07603e-100	4.42343e-45	1.7117e-28	
33	6.48412e-91	7.74081e-44	8.5999e-29	
34	1.88561e-98	1.02302e-47	3.93746e-30	
35	2.07764e-71	6.88085e-34	1.43355e-24	
36	1.18211e-212	4.06009e-98	2.37613e-54	
37	7.32605e-109	4.41358e-45	9.84261e-28	
38	5.07393e-114	7.90951e-49	6.79021e-29	
39	5.76617e-145	3.8862e-60	2.1386e-32	
40	5.64036e-72	7.97531e-34	2.14719e-24	
41	1.85503e-61	2.15446e-30	2.83931e-23	
42	1.50866e-204	1.60013e-89	1.72192e-44	
43	1.43134e-61	7.41308e-31	2.97001e-23	
44	4.67497e-64	4.95696e-31	3.95866e-23	
45	1.05012e-180	1.08789e-92	2.44534e-54	
46	3.16992e-132	2.23726e-58	4.10043e-33	
47	2.5392e-56	1.64697e-28	2.57625e-22	
48	1.0503e-61	6.25946e-32	1.052e-23	
49	3.98455e-53	4.7685e-27	1.55185e-21	
50	3.84892e-49	1.09318e-25	3.38587e-21	
51	1.27585e-59	4.67344e-31	2.51226e-23	
52	1.38939e-58	8.70783e-31	3.57152e-23	
53	1.02388e-53	1.02155e-27	1.23911e-21	
54	1.5714e-77	6.3159e-35	1.24273e-23	
55	3.20482e-50	8.94083e-27	2.12685e-21	
56	2.27637e-40	6.10441e-23	4.16081e-20	
57	4.33524e-50	3.35264e-27	1.33088e-21	
58	3.07812e-85	9.76059e-42	2.0277e-27	
59	8.83467e-87	1.89207e-46	4.60214e-31	
60	5.66687e-58	1.3091e-29	2.47752e-22	
61	3.78587e-41	8.35815e-24	2.03535e-20	
62	1.45753e-60	9.44555e-29	1.01922e-21	
63	1.93805e-94	9.6347e-43	1.29936e-26	
64	4.69547e-51	3.78529e-26	7.49076e-21	
65	4.65471e-65	3.74154e-33	2.52851e-23	
66	2.76205e-95	3.63522e-46	2.83065e-29	
67	1.66048e-41	1.21808e-23	4.59455e-20	
68	6.68285e-181	1.3303e-81	1.10946e-45	
69	4.40103e-52	1.45289e-28	6.24128e-22	
70	1.53036e-35	4.9475e-21	5.90442e-19	
71	4.0956e-80	5.56508e-44	1.06523e-30	
72	4.24755e-102	7.62219e-44	3.40978e-26	
73	1.43097e-298	7.11516e-164	6.48777e-97	
74	3.13885e-44	1.9875e-24	4.89853e-20	
75	1.73725e-34	5.39713e-21	6.79039e-19	
76	6.99562e-80	2.57198e-43	3.56426e-29	
77	7.62523e-161	1.06226e-79	1.18878e-47	
78	1.24556e-37	6.3767e-22	8.1315e-19	
79	1.35819e-81	6.74058e-40	7.66981e-25	
80	7.54227e-36	1.24222e-21	8.91359e-19	
81	1.81935e-39	2.95595e-23	2.65081e-19	
82	1.52651e-33	3.09158e-20	3.32401e-18	
83	4.04132e-41	1.06833e-24	4.50221e-20	
84	3.49848e-33	1.66267e-20	2.52249e-18	
85	1.04096e-39	2.5354e-21	1.08347e-18	
86	5.61369e-24	2.73451e-17	2.07866e-17	
87	3.51075e-42	6.42637e-25	7.94884e-20	
88	2.51756e-50	3.85564e-27	1.39201e-20	
89	7.31071e-53	1.32476e-25	1.25439e-19	
90	1.31757e-25	2.51382e-18	1.20143e-17	
91	2.97034e-31	8.29368e-20	4.87943e-18	
92	3.25278e-47	7.06321e-28	3.20743e-21	
93	3.53855e-61	2.32627e-28	2.45351e-20	
94	1.08368e-46	1.32e-25	4.74548e-20	
95	9.41152e-36	1.4995e-21	1.3027e-18	
96	4.70436e-172	4.03165e-73	1.73045e-35	
97	7.64471e-89	6.31712e-42	2.14097e-24	
98	6.50278e-28	4.86486e-19	8.49644e-18	
