#FamilyID	human<0>	chimp<1>	orang<2>	<3>	baboon<4>	macaque<5>	gibbon<6>	<7>	<8>	<9>	horse<10>	cat<11>	marmoset<12>	<13>	cow<14>	<15>	mouse<16>	rat<17>	<18>	<19>	<20>	<21>	<22>	
2725	0.50798	0.50798	0.519624	0.511927	0.508198	2.78905e-07	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.0579513	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2726	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2727	1.05963e-15	0.50798	0.0293375	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2728	0.50798	0.50798	0.5381	0.0351438	0.516195	0.000168294	0.068083	0.508203	0.553582	0.525212	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
2731	0.515769	0.0236546	0.0198129	0.523428	0.516195	0.00823145	0.068083	0.508203	0.553582	0.525212	0.604852	0.604852	0.560551	0.0141689	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2732	0.515769	0.515769	0.5381	0.523428	0.516195	0.0242933	0.000333577	0.508203	0.553582	0.525212	0.268219	0.010157	0.610335	0.553594	0.68601	0.516192	0.609391	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2733	0.515769	0.0236546	0.5381	0.523428	3.60642e-05	0.516195	0.54538	0.508203	0.553582	0.525212	0.677977	0.268219	0.165736	0.553594	0.68601	0.516192	0.164312	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2734	0.515769	0.515769	0.0571577	0.523428	0.516195	0.0242933	0.068083	0.508203	0.553582	0.525212	0.268219	0.677977	0.610335	0.553594	0.0115567	0.516192	0.609391	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2735	0.50798	0.50798	0.5381	0.0351438	0.0242933	0.00823145	0.068083	0.508203	0.553582	0.525212	0.010157	0.677977	0.610335	0.553594	0.68601	0.516192	0.164312	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2736	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2737	1.05963e-15	0.50798	0.519624	0.511927	0.0122802	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2739	0.50798	0.50798	0.000196344	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2741	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2745	0.00400578	0.50798	0.00990623	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.154197	0.560551	0.527958	0.0579513	0.508196	0.609391	0.609391	0.58989	0.535636	0.0729063	0.563611	N/A
2747	0.00400578	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.677977	0.677977	0.560551	0.527958	0.280495	0.516192	0.609391	0.164312	0.23526	0.567508	0.721825	0.615353	N/A
2748	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2749	0.50798	0.0119539	0.519624	0.511927	0.508198	0.508198	0.0351273	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	1.75775e-07	0.164312	0.58989	0.535636	0.0729063	0.563611	N/A
2752	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2755	0.0119539	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.0311301	0.527958	0.61062	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2756	1.05963e-15	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.154197	0.560551	0.527958	0.162477	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2758	3.20946e-05	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2759	0.00400578	0.50798	0.00990623	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.00608614	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2760	0.515769	0.515769	0.0571577	0.523428	0.0242933	0.516195	0.54538	0.508203	0.553582	0.525212	0.154197	0.154197	0.165736	0.553594	0.68601	0.0242881	0.609391	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2761	0.00400578	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.677977	0.268219	0.560551	0.527958	0.68601	0.516192	0.609391	0.164312	0.23526	0.567508	0.721825	0.615353	N/A
2762	0.00400578	0.50798	0.519624	0.511927	0.00411572	0.508198	0.523513	0.504127	0.527952	0.512852	0.677977	0.677977	0.0898497	0.527958	0.280495	0.516192	0.0616988	0.164312	0.23526	0.567508	0.721825	0.615353	N/A
2765	0.00400578	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.0548231	0.604852	0.00194576	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2766	0.00015945	0.0236546	0.5381	0.523428	0.508198	0.508198	0.523513	0.00206782	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2768	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.154197	0.0898497	0.527958	0.0579513	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2769	0.00400578	0.50798	0.519624	0.511927	0.516195	0.00823145	0.523513	0.504127	0.553582	0.0378194	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
2771	0.50798	0.50798	0.5381	0.0351438	0.0242933	0.00823145	0.54538	0.508203	0.553582	0.525212	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
2772	0.50798	0.50798	0.519624	0.511927	0.508198	2.29595e-09	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2775	0.50798	0.00400578	0.519624	0.511927	0.00411572	0.0122802	0.0118911	0.504127	0.527952	0.512852	0.0548231	0.604852	0.560551	0.527958	0.61062	0.508196	0.609391	0.609391	0.58989	0.535636	0.0729063	0.563611	N/A
2776	0.50798	0.50798	0.000196344	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.00608614	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2777	0.50798	0.50798	0.519624	0.511927	0.508198	0.00411572	0.0118911	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.00681078	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2780	0.515769	0.515769	0.5381	0.523428	0.516195	0.0242933	0.54538	0.508203	0.553582	0.525212	0.154197	0.604852	0.560551	0.0141689	0.162477	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2781	0.00801157	0.515769	0.0571577	0.523428	0.508198	0.508198	0.00138835	0.508203	0.527952	0.00646699	0.604852	0.154197	0.0898497	0.527958	0.61062	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2782	0.50798	0.50798	0.519624	0.511927	0.00411572	0.508198	0.523513	0.504127	0.527952	0.512852	0.0548231	0.604852	0.000121619	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2783	0.50798	0.50798	0.00990623	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.00194576	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2784	3.20946e-05	0.50798	0.00990623	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2785	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.0122802	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2786	0.50798	0.00400578	0.519624	0.511927	0.508198	3.38806e-05	0.0118911	0.504127	0.527952	0.512852	0.154197	0.604852	0.560551	0.527958	0.0579513	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2788	0.50798	0.0119539	0.00990623	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.268219	0.268219	0.062304	0.0804135	0.68601	0.516192	0.609391	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2789	0.515769	0.515769	0.5381	0.523428	0.508198	0.0122802	0.068083	0.508203	0.0803951	0.525212	0.268219	0.010157	0.062304	0.553594	0.68601	0.516192	0.164312	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
2790	0.00400578	0.50798	0.519624	0.511927	0.508198	0.0122802	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.000800444	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2791	0.50798	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2792	0.00400578	0.50798	0.519624	0.511927	0.00823145	0.516195	0.523513	0.504127	0.553582	0.0378194	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
2793	0.00400578	0.50798	0.519624	0.511927	0.508198	0.00411572	0.0118911	0.504127	0.527952	0.512852	0.0548231	0.604852	0.560551	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2794	0.0119539	0.50798	3.89158e-06	0.511927	0.516195	0.00823145	0.523513	0.504127	0.0141655	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2795	0.515769	0.0236546	0.0198129	0.523428	0.0242933	0.516195	0.068083	0.508203	0.553582	0.525212	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
2796	0.00801157	0.0236546	0.5381	0.523428	0.0242933	0.516195	0.54538	0.508203	0.553582	0.525212	0.604852	0.604852	0.560551	0.0141689	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2798	0.00400578	0.50798	0.519624	0.511927	0.5	0.5	0.523513	0.504127	0.0417266	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	3.30189e-05	0.164312	0.58989	0.535636	0.0729063	0.563611	N/A
2799	0.000378511	0.523373	0.519624	7.19721e-05	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.154197	0.154197	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2801	0.515769	0.00801157	0.5381	0.523428	0.0242933	0.516195	0.54538	0.508203	0.553582	0.525212	0.604852	0.604852	0.560551	0.0141689	0.162477	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2803	3.20946e-05	0.50798	0.00990623	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2807	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.162477	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2814	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2815	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.0890098	0.58989	0.535636	0.638009	0.563611	N/A
2816	0.00400578	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.00681078	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2820	0.00400578	0.50798	0.0293375	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2822	0.50798	0.50798	0.519624	0.511927	0.508198	0.0122802	0.0118911	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.164312	0.000429546	0.58989	0.535636	0.0729063	0.563611	N/A
2823	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2826	0.50798	0.50798	0.00990623	0.511927	0.516195	0.000168294	0.523513	0.504127	0.0141655	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2827	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.0890098	0.58989	0.535636	0.638009	0.563611	N/A
2828	0.0119539	0.50798	0.519624	0.511927	0.508198	2.29595e-09	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.00190808	0.58989	0.535636	0.638009	0.563611	N/A
2829	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.154197	0.604852	0.5	0.5	0.0579513	0.508196	1.26417e-08	0.0130027	0.13261	0.535636	0.0487386	0.1733	N/A
2831	0.50798	0.50798	0.00990623	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.00681078	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2832	0.50798	0.50798	0.5381	0.0351438	0.0242933	0.00823145	0.54538	0.508203	0.553582	0.525212	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
2834	2.57144e-07	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2835	0.50798	0.50798	0.00990623	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.0579513	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2839	0.0119539	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.0579513	0.508196	0.559978	0.000118098	0.58989	0.535636	0.638009	0.563611	N/A
2840	0.0119539	0.50798	0.5381	0.0351438	0.0242933	0.516195	0.54538	0.508203	0.553582	0.525212	0.677977	0.268219	0.610335	0.553594	0.68601	0.516192	0.559978	0.559978	0.65632	0.567508	0.335683	0.615353	N/A
2841	0.00400578	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.00194576	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2842	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0898497	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2843	0.50798	0.50798	0.519624	0.511927	0.508198	2.29595e-09	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2844	0.0120161	0.523373	0.5381	0.0119969	3.60642e-05	1.10188e-06	0.54538	0.508203	0.553582	0.525212	0.5	0.5	0.0898497	0.0141689	0.5	0.5	0.559978	0.0890098	0.58989	0.0531244	0.638009	0.563611	N/A
2845	0.00400578	0.50798	0.00990623	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2849	0.523373	0.523373	0.519624	7.19721e-05	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.0579513	0.508196	0.0890098	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2850	0.50798	0.0119539	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.000121619	0.527958	0.000800444	0.508196	0.559978	0.0890098	0.58989	0.535636	0.638009	0.563611	N/A
2851	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.0890098	0.58989	0.535636	0.638009	0.563611	N/A
2856	0.00400578	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2857	1.32254e-13	0.50798	0.519624	0.511927	0.508198	0.508198	0.0351273	0.504127	0.527952	0.512852	0.604852	0.154197	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2860	0.50798	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.0579513	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2862	0.50798	0.50798	0.5381	0.0351438	0.0242933	0.516195	0.0237832	0.508203	0.553582	0.525212	0.604852	0.604852	0.560551	0.0141689	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2864	0.50798	0.0119539	0.519624	0.511927	0.508198	1.89002e-11	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2866	0.50798	0.50798	0.519624	0.511927	0.508198	2.78905e-07	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2867	0.50798	0.50798	0.519624	0.511927	0.508198	2.29595e-09	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2868	1.65069e-11	0.50798	0.519624	0.511927	0.0122802	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2870	1.65069e-11	0.50798	0.519624	0.511927	0.508198	0.508198	0.0351273	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2873	0.50798	0.50798	0.519624	0.511927	0.00411572	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.000121619	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2878	0.515769	0.0236546	0.5381	0.523428	0.0242933	0.516195	0.068083	0.508203	0.553582	0.525212	0.677977	0.268219	0.165736	0.553594	0.68601	0.516192	0.0890098	0.559978	0.65632	0.567508	0.335683	0.615353	N/A
2879	0.50798	0.50798	0.000196344	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2881	0.50798	0.50798	0.519624	0.511927	0.508198	0.00411572	0.0118911	0.504127	0.527952	0.512852	0.604852	0.00608614	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2882	3.20946e-05	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.0548231	0.154197	0.560551	0.527958	0.00681078	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2884	0.50798	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2885	0.50798	0.50798	0.00990623	0.511927	0.508198	0.508198	0.0118911	0.504127	0.527952	0.512852	0.268219	0.677977	0.0898497	0.527958	0.68601	0.516192	0.609391	0.164312	0.23526	0.567508	0.721825	0.615353	N/A
2886	0.50798	0.0119539	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.0548231	7.60169e-06	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2891	0.50798	0.50798	0.00990623	0.511927	0.508198	0.508198	0.0118911	0.504127	0.527952	0.512852	0.00608614	0.604852	0.560551	0.527958	0.162477	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2893	0.00400578	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2894	0.515769	0.515769	0.519624	0.0059984	0.0122802	3.38806e-05	0.0351273	0.504127	0.527952	0.512852	0.604852	0.154197	0.0898497	0.527958	9.40729e-05	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2895	1.01625e-06	0.515769	0.0198129	0.523428	0.00411572	0.508198	0.0351273	0.00206782	0.527952	0.512852	0.5	0.5	0.560551	0.527958	0.5	0.5	0.559978	0.559978	0.58989	0.0531244	0.638009	0.563611	N/A
2897	0.00015945	0.0236546	0.5381	0.523428	0.508198	0.508198	0.523513	0.00206782	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2898	0.00400578	0.50798	0.519624	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2900	0.00400578	0.50798	0.519624	0.511927	0.00823145	0.516195	0.523513	0.504127	0.0141655	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2901	0.50798	0.50798	0.5381	0.0351438	0.516195	0.00823145	0.068083	0.508203	0.553582	0.525212	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.0890098	0.0467504	0.535636	0.638009	0.563611	N/A
2904	0.00400578	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.0579513	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2906	0.00400578	0.50798	0.0293375	0.511927	0.508198	0.508198	0.0118911	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.00190808	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2909	0.00400578	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.0308283	0.58989	0.535636	0.638009	0.563611	N/A
2911	2.57144e-07	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2912	0.0119539	0.50798	0.00990623	0.511927	0.508198	0.0122802	0.523513	0.504127	0.527952	0.512852	7.50067e-05	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2913	2.06025e-09	0.50798	0.519624	0.511927	0.508198	0.508198	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2915	2.57144e-07	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2917	0.50798	0.50798	0.00990623	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.0311301	0.527958	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2919	0.50798	0.50798	0.00990623	0.511927	0.508198	3.38806e-05	0.523513	0.504127	0.527952	0.512852	0.604852	0.604852	0.560551	0.527958	0.61062	0.508196	0.0308283	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
2920	0.515769	3.4109e-05	0.5381	0.523428	0.516195	0.516195	0.068083	0.508203	0.553582	0.525212	0.604852	0.604852	0.610335	0.553594	0.61062	0.508196	0.559978	0.559978	0.0467504	0.535636	0.638009	0.563611	N/A
